n,p,device,device_model,repetition,random_state,timestamp,computation_time,motifs
2500,0.30000000000000004,/GPU:0,Tesla T4,4,71070,2022-05-29 19:40:03.469140,4.333,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/CPU:0,,0,71070,2022-05-29 19:34:32.142319,25.944,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/CPU:0,,1,71070,2022-05-29 20:25:52.229805,25.504,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/CPU:0,,2,71070,2022-05-29 19:48:51.906611,25.791,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/CPU:0,,3,71070,2022-05-29 19:39:21.397385,25.407,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.30000000000000004,/CPU:0,,4,71070,2022-05-29 20:26:20.249215,25.121,"[306121835 787053687 168504341 337320630 168664115 168679408 144573275
 144420307 144434695  48187352  30910206  61897186  30945643  30946338
  26493618   1889864]"
2500,0.35000000000000003,/GPU:0,Tesla T4,0,71070,2022-05-29 19:54:31.527821,4.17,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/GPU:0,Tesla T4,1,71070,2022-05-29 20:20:48.404743,4.324,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/GPU:0,Tesla T4,2,71070,2022-05-29 19:41:15.157449,4.332,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/GPU:0,Tesla T4,3,71070,2022-05-29 19:53:53.692406,4.36,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/GPU:0,Tesla T4,4,71070,2022-05-29 20:21:34.832683,4.172,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/CPU:0,,0,71070,2022-05-29 19:59:29.951654,34.513,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/CPU:0,,1,71070,2022-05-29 19:43:38.058309,26.228,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/CPU:0,,2,71070,2022-05-29 20:18:29.165279,25.756,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/CPU:0,,3,71070,2022-05-29 19:41:19.606234,25.445,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.35000000000000003,/CPU:0,,4,71070,2022-05-29 20:39:50.412337,25.441,"[196310014 634269985 170326149 341594955 170803747 170798097 183974901
 183456808 183481748  61319044  49259709  98821385  49409768  49406432
  53059626   4750132]"
2500,0.4,/GPU:0,Tesla T4,0,71070,2022-05-29 20:11:08.364268,4.331,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/GPU:0,Tesla T4,1,71070,2022-05-29 19:51:45.427787,4.244,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/GPU:0,Tesla T4,2,71070,2022-05-29 20:07:55.169353,4.169,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/GPU:0,Tesla T4,3,71070,2022-05-29 20:10:51.179231,4.171,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/GPU:0,Tesla T4,4,71070,2022-05-29 19:39:16.951794,4.331,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/CPU:0,,0,71070,2022-05-29 20:15:33.607863,25.293,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/CPU:0,,1,71070,2022-05-29 20:32:57.018398,27.467,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/CPU:0,,2,71070,2022-05-29 20:25:19.471777,24.885,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/CPU:0,,3,71070,2022-05-29 19:35:45.854622,26.043,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
2500,0.4,/CPU:0,,4,71070,2022-05-29 20:28:27.923193,25.299,"[121281203 485665702 161306587 324232793 162131806 162111883 216440187
 215314776 215347939  72136871  71514064 143761172  71880073  71882363
  95468205  10566876]"
3000,0.05,/GPU:0,Tesla T4,0,71070,2022-05-29 19:53:32.770960,7.378,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/GPU:0,Tesla T4,1,71070,2022-05-29 19:35:24.273103,7.36,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/GPU:0,Tesla T4,2,71070,2022-05-29 19:59:19.853225,7.336,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/GPU:0,Tesla T4,3,71070,2022-05-29 20:10:26.145284,7.357,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/GPU:0,Tesla T4,4,71070,2022-05-29 20:05:44.570732,7.197,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/CPU:0,,0,71070,2022-05-29 19:36:14.613503,47.642,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/CPU:0,,1,71070,2022-05-29 20:31:37.570580,43.558,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/CPU:0,,2,71070,2022-05-29 20:04:56.081542,43.948,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/CPU:0,,3,71070,2022-05-29 19:44:45.253443,44.496,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.05,/CPU:0,,4,71070,2022-05-29 19:52:48.134247,44.523,"[3303574467 1044580683   27251685   55044605   27527456   27531326
    2897024    2869651    2870124     967473      74751     151805
      76060      75991       7837         62]"
3000,0.1,/GPU:0,Tesla T4,0,71070,2022-05-29 20:30:48.036298,7.163,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/GPU:0,Tesla T4,1,71070,2022-05-29 20:21:23.194191,7.201,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/GPU:0,Tesla T4,2,71070,2022-05-29 19:51:36.399962,7.176,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/GPU:0,Tesla T4,3,71070,2022-05-29 20:07:32.878439,7.372,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/GPU:0,Tesla T4,4,71070,2022-05-29 20:33:45.856681,7.353,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/CPU:0,,0,71070,2022-05-29 19:55:30.424437,44.152,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/CPU:0,,1,71070,2022-05-29 20:02:57.958830,43.619,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/CPU:0,,2,71070,2022-05-29 20:26:45.990330,43.811,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/CPU:0,,3,71070,2022-05-29 20:19:48.834788,43.619,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.1,/CPU:0,,4,71070,2022-05-29 20:11:12.805743,44.108,"[2388856354 1593171998   88164134  177089254   88542846   88546150
   19678853   19597094   19599791    6562814    1085213    2179243
    1090322    1090911     241642       4381]"
3000,0.15000000000000002,/GPU:0,Tesla T4,0,71070,2022-05-29 19:54:24.100328,7.32,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/GPU:0,Tesla T4,1,71070,2022-05-29 20:04:31.830104,7.34,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/GPU:0,Tesla T4,2,71070,2022-05-29 20:05:58.404935,7.202,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/GPU:0,Tesla T4,3,71070,2022-05-29 20:07:42.324083,7.38,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/GPU:0,Tesla T4,4,71070,2022-05-29 19:40:21.833312,7.184,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/CPU:0,,0,71070,2022-05-29 20:40:15.976644,44.126,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/CPU:0,,1,71070,2022-05-29 20:36:23.970680,43.923,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/CPU:0,,2,71070,2022-05-29 19:57:14.779247,44.135,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/CPU:0,,3,71070,2022-05-29 20:37:34.209870,44.273,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.15000000000000002,/CPU:0,,4,71070,2022-05-29 20:29:56.067341,43.982,"[1693688013 1796677529  157389084  317622023  158807675  158825751
   56151124   55648905   55649388   18717697    4873911    9838818
    4919301    4917357    1724221      50203]"
3000,0.2,/GPU:0,Tesla T4,0,71070,2022-05-29 20:29:33.713791,7.36,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/GPU:0,Tesla T4,1,71070,2022-05-29 19:57:06.949010,7.354,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/GPU:0,Tesla T4,2,71070,2022-05-29 20:10:43.640531,7.303,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/GPU:0,Tesla T4,3,71070,2022-05-29 20:42:00.516261,7.172,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/GPU:0,Tesla T4,4,71070,2022-05-29 20:34:24.121262,7.188,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/CPU:0,,0,71070,2022-05-29 20:44:26.412775,44.035,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/CPU:0,,1,71070,2022-05-29 20:14:43.347082,44.151,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/CPU:0,,2,71070,2022-05-29 20:07:59.473150,44.896,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/CPU:0,,3,71070,2022-05-29 20:06:15.820132,44.909,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.2,/CPU:0,,4,71070,2022-05-29 20:11:58.249523,44.07,"[1177311796 1768854712  219686094  442936727  221455324  221469714
  110908182  110017110  110015378   36960300   13665525   27542730
   13771616   13775490    6846402     283900]"
3000,0.25,/GPU:0,Tesla T4,0,71070,2022-05-29 20:23:36.870450,7.302,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/GPU:0,Tesla T4,1,71070,2022-05-29 20:03:41.710900,7.353,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/GPU:0,Tesla T4,2,71070,2022-05-29 20:29:20.337615,7.34,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/GPU:0,Tesla T4,3,71070,2022-05-29 20:34:34.970380,7.174,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/GPU:0,Tesla T4,4,71070,2022-05-29 20:31:30.134836,7.33,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/CPU:0,,0,71070,2022-05-29 19:40:30.914584,44.122,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/CPU:0,,1,71070,2022-05-29 20:22:08.050069,43.671,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/CPU:0,,2,71070,2022-05-29 19:51:49.809850,45.011,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/CPU:0,,3,71070,2022-05-29 20:35:12.970364,48.0,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.25,/CPU:0,,4,71070,2022-05-29 20:08:47.982266,43.94,"[ 799192452 1600589907  265840376  534276133  267116516  267134995
  178304374  177474449  177441268   59429860   29466779   59232159
   29608144   29620016   19684584    1088988]"
3000,0.30000000000000004,/GPU:0,Tesla T4,0,71070,2022-05-29 19:34:04.962607,7.388,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/GPU:0,Tesla T4,1,71070,2022-05-29 20:21:15.871984,7.204,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/GPU:0,Tesla T4,2,71070,2022-05-29 20:13:45.190074,7.2,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/GPU:0,Tesla T4,3,71070,2022-05-29 20:13:18.002503,7.35,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/GPU:0,Tesla T4,4,71070,2022-05-29 19:50:54.667576,7.18,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/CPU:0,,0,71070,2022-05-29 19:38:31.682220,45.142,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/CPU:0,,1,71070,2022-05-29 20:18:56.839645,44.134,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/CPU:0,,2,71070,2022-05-29 19:58:35.479996,44.271,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/CPU:0,,3,71070,2022-05-29 19:45:34.058778,44.286,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.30000000000000004,/CPU:0,,4,71070,2022-05-29 19:46:30.447125,45.493,"[ 527911616 1359948316  290461557  583914017  291946210  291933455
  250652758  249426419  249377981   83557950   53255448  107058387
   53523995   53530112   45744658    3258121]"
3000,0.35000000000000003,/GPU:0,Tesla T4,0,71070,2022-05-29 20:01:21.625890,7.346,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/GPU:0,Tesla T4,1,71070,2022-05-29 20:42:52.575417,7.344,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/GPU:0,Tesla T4,2,71070,2022-05-29 19:50:11.931353,7.348,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/GPU:0,Tesla T4,3,71070,2022-05-29 19:53:40.309691,7.19,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/GPU:0,Tesla T4,4,71070,2022-05-29 19:58:06.583601,7.194,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/CPU:0,,0,71070,2022-05-29 20:38:52.724032,44.498,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/CPU:0,,1,71070,2022-05-29 19:37:02.998858,44.911,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/CPU:0,,2,71070,2022-05-29 19:47:17.318241,44.601,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/CPU:0,,3,71070,2022-05-29 20:27:42.989090,44.419,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.35000000000000003,/CPU:0,,4,71070,2022-05-29 20:17:37.847728,43.887,"[ 338846908 1095509418  294406676  590407063  295185917  295152979
  318101079  317321987  317252118  106030076   85256524  170964197
   85483106   85462872   91886896    8233184]"
3000,0.4,/GPU:0,Tesla T4,0,71070,2022-05-29 19:34:23.699986,7.296,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/GPU:0,Tesla T4,1,71070,2022-05-29 19:56:30.873919,7.337,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/GPU:0,Tesla T4,2,71070,2022-05-29 19:57:59.090368,7.34,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/GPU:0,Tesla T4,3,71070,2022-05-29 20:16:43.559018,7.326,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/GPU:0,Tesla T4,4,71070,2022-05-29 20:19:41.134744,7.346,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/CPU:0,,0,71070,2022-05-29 20:16:51.048332,44.161,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/CPU:0,,1,71070,2022-05-29 20:13:52.551391,50.667,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/CPU:0,,2,71070,2022-05-29 20:01:43.163648,43.729,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/CPU:0,,3,71070,2022-05-29 20:00:04.702457,48.687,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
3000,0.4,/CPU:0,,4,71070,2022-05-29 20:43:40.585706,44.503,"[209616783 838990685 279309289 559731871 279875518 279836398 373351630
 372680932 372620975 124452651 124039693 248587509 124277276 124272748
 165489473  18367569]"
