n,p,device,device_model,repetition,random_state,timestamp,computation_time,motifs
1000,0.25,/CPU:0,,3,71070,2022-05-29 20:38:23.275058,1.685,"[29691216 59210118  9865450 19670683  9836142  9838823  6536187  6555125
  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030]"
1000,0.25,/CPU:0,,4,71070,2022-05-29 19:42:34.069185,1.692,"[29691216 59210118  9865450 19670683  9836142  9838823  6536187  6555125
  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030]"
1000,0.30000000000000004,/GPU:0,Tesla T4,0,71070,2022-05-29 19:40:07.828713,0.336,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/GPU:0,Tesla T4,1,71070,2022-05-29 20:09:51.144356,0.49,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/GPU:0,Tesla T4,2,71070,2022-05-29 20:26:45.398165,0.483,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/GPU:0,Tesla T4,3,71070,2022-05-29 20:31:02.604040,0.493,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/GPU:0,Tesla T4,4,71070,2022-05-29 20:29:54.391492,0.509,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,,0,71070,2022-05-29 20:42:07.711570,1.683,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,,1,71070,2022-05-29 20:23:34.996127,1.735,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,,2,71070,2022-05-29 19:48:12.698934,1.767,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,,3,71070,2022-05-29 19:40:29.042105,1.724,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,,4,71070,2022-05-29 20:33:28.990428,1.754,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.35000000000000003,/GPU:0,Tesla T4,0,71070,2022-05-29 19:53:47.523611,0.334,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,Tesla T4,1,71070,2022-05-29 19:40:19.286023,0.334,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,Tesla T4,2,71070,2022-05-29 20:43:00.176145,0.335,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,Tesla T4,3,71070,2022-05-29 20:36:15.189338,0.509,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,Tesla T4,4,71070,2022-05-29 19:51:35.946437,0.335,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,,0,71070,2022-05-29 20:16:28.513510,1.727,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,,1,71070,2022-05-29 19:51:43.601145,1.714,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,,2,71070,2022-05-29 20:18:54.949560,1.749,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,,3,71070,2022-05-29 20:41:38.097032,1.682,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,,4,71070,2022-05-29 20:22:00.844811,1.682,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.4,/GPU:0,Tesla T4,0,71070,2022-05-29 19:51:30.301198,0.336,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,Tesla T4,1,71070,2022-05-29 19:56:40.463178,0.334,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,Tesla T4,2,71070,2022-05-29 20:22:07.349036,0.336,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,Tesla T4,3,71070,2022-05-29 20:38:18.508731,0.5,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,Tesla T4,4,71070,2022-05-29 19:44:13.006603,0.337,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,,0,71070,2022-05-29 19:53:51.835632,1.749,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,,1,71070,2022-05-29 19:44:09.975508,1.792,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,,2,71070,2022-05-29 20:04:44.118966,1.698,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,,3,71070,2022-05-29 20:31:03.124386,1.722,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,,4,71070,2022-05-29 19:49:38.404052,2.141,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1500,0.05,/GPU:0,Tesla T4,0,71070,2022-05-29 20:25:18.207523,1.15,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,Tesla T4,1,71070,2022-05-29 19:36:12.462010,1.002,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,Tesla T4,2,71070,2022-05-29 20:20:32.487650,1.184,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,Tesla T4,3,71070,2022-05-29 19:40:08.194776,1.004,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,Tesla T4,4,71070,2022-05-29 20:21:14.725891,1.005,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,,0,71070,2022-05-29 20:06:05.647252,5.559,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,,1,71070,2022-05-29 20:42:39.379738,5.534,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,,2,71070,2022-05-29 20:30:40.080177,5.467,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,,3,71070,2022-05-29 20:29:47.066859,5.529,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,,4,71070,2022-05-29 19:34:59.356363,5.695,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.1,/GPU:0,Tesla T4,0,71070,2022-05-29 20:34:22.939607,1.003,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,Tesla T4,1,71070,2022-05-29 19:43:05.538369,1.004,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,Tesla T4,2,71070,2022-05-29 20:29:54.932077,1.003,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,Tesla T4,3,71070,2022-05-29 20:07:53.998288,1.006,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,Tesla T4,4,71070,2022-05-29 19:47:16.000704,1.166,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,,0,71070,2022-05-29 20:23:08.125481,5.489,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,,1,71070,2022-05-29 19:42:48.918477,5.649,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,,2,71070,2022-05-29 20:04:50.234571,5.521,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,,3,71070,2022-05-29 20:36:18.319769,5.53,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,,4,71070,2022-05-29 20:29:41.515500,5.52,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.15000000000000002,/GPU:0,Tesla T4,0,71070,2022-05-29 19:36:13.504384,1.002,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,Tesla T4,1,71070,2022-05-29 19:49:40.710012,1.091,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,Tesla T4,2,71070,2022-05-29 19:41:54.023615,1.005,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,Tesla T4,3,71070,2022-05-29 20:25:44.523640,1.084,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,Tesla T4,4,71070,2022-05-29 19:38:03.206979,1.173,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,,0,71070,2022-05-29 20:41:54.388659,5.49,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,,1,71070,2022-05-29 19:44:37.240848,5.509,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,,2,71070,2022-05-29 19:40:09.255282,5.595,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,,3,71070,2022-05-29 20:41:45.467020,5.442,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,,4,71070,2022-05-29 20:30:55.290985,5.573,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.2,/GPU:0,Tesla T4,0,71070,2022-05-29 20:44:25.129406,1.159,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,Tesla T4,1,71070,2022-05-29 20:18:27.924665,1.135,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,Tesla T4,2,71070,2022-05-29 19:53:50.812907,0.999,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,Tesla T4,3,71070,2022-05-29 20:08:44.413550,1.169,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,Tesla T4,4,71070,2022-05-29 20:09:56.210103,1.003,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,,0,71070,2022-05-29 19:44:13.386446,5.541,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,,1,71070,2022-05-29 20:29:28.073518,5.515,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,,2,71070,2022-05-29 19:48:45.880236,5.691,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,,3,71070,2022-05-29 19:41:55.066596,5.503,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,,4,71070,2022-05-29 20:21:05.779235,5.447,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.25,/GPU:0,Tesla T4,0,71070,2022-05-29 20:09:57.250829,1.004,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,Tesla T4,1,71070,2022-05-29 19:34:31.037529,0.998,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,Tesla T4,2,71070,2022-05-29 20:32:55.754541,1.09,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,Tesla T4,3,71070,2022-05-29 19:42:06.355674,1.086,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,Tesla T4,4,71070,2022-05-29 20:21:11.264720,1.176,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,,0,71070,2022-05-29 20:23:16.045392,5.516,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,,1,71070,2022-05-29 19:44:18.968758,5.609,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,,2,71070,2022-05-29 20:42:46.905375,5.508,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,,3,71070,2022-05-29 19:48:14.508201,5.631,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,,4,71070,2022-05-29 19:46:24.755785,5.535,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.30000000000000004,/GPU:0,Tesla T4,0,71070,2022-05-29 20:02:26.933664,1.193,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,Tesla T4,1,71070,2022-05-29 19:43:36.872003,1.004,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,Tesla T4,2,71070,2022-05-29 19:40:19.665123,0.999,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,Tesla T4,3,71070,2022-05-29 20:33:42.762792,1.147,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,Tesla T4,4,71070,2022-05-29 20:41:53.351578,1.0,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,,0,71070,2022-05-29 20:12:44.733217,5.542,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,,1,71070,2022-05-29 19:34:12.460855,10.927,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,,2,71070,2022-05-29 20:15:27.540501,5.422,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,,3,71070,2022-05-29 20:32:49.646018,5.935,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,,4,71070,2022-05-29 20:33:36.663475,5.817,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.35000000000000003,/GPU:0,Tesla T4,0,71070,2022-05-29 20:34:31.355609,1.002,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,Tesla T4,1,71070,2022-05-29 20:04:02.964956,1.004,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,Tesla T4,2,71070,2022-05-29 19:39:46.853520,1.152,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,Tesla T4,3,71070,2022-05-29 19:51:30.678438,1.004,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,Tesla T4,4,71070,2022-05-29 19:40:20.710528,0.999,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,,0,71070,2022-05-29 19:42:57.376382,5.463,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,,1,71070,2022-05-29 19:44:04.338186,5.606,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,,2,71070,2022-05-29 20:10:37.802695,5.577,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,,3,71070,2022-05-29 19:35:18.623023,5.543,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,,4,71070,2022-05-29 19:58:14.176829,5.524,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.4,/GPU:0,Tesla T4,0,71070,2022-05-29 19:55:29.249279,1.004,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,Tesla T4,1,71070,2022-05-29 19:34:58.137860,1.182,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,Tesla T4,2,71070,2022-05-29 20:35:11.660305,1.169,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,Tesla T4,3,71070,2022-05-29 19:44:11.818785,1.163,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,Tesla T4,4,71070,2022-05-29 20:11:56.959973,1.157,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,,0,71070,2022-05-29 20:07:14.105511,5.668,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,,1,71070,2022-05-29 20:33:30.797632,5.822,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,,2,71070,2022-05-29 19:42:00.619924,5.56,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,,3,71070,2022-05-29 19:44:29.045350,5.501,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,,4,71070,2022-05-29 20:45:35.997890,5.613,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
2000,0.05,/GPU:0,Tesla T4,0,71070,2022-05-29 20:23:13.664725,2.336,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,Tesla T4,1,71070,2022-05-29 20:04:41.924042,2.169,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,Tesla T4,2,71070,2022-05-29 20:12:42.373887,2.318,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,Tesla T4,3,71070,2022-05-29 20:30:45.599773,2.324,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,Tesla T4,4,71070,2022-05-29 20:32:34.139452,2.337,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,,0,71070,2022-05-29 20:09:38.112094,13.01,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,,1,71070,2022-05-29 20:01:29.022211,13.98,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,,2,71070,2022-05-29 20:27:30.081320,12.755,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,,3,71070,2022-05-29 20:32:36.763412,12.833,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,,4,71070,2022-05-29 19:37:48.235740,14.933,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.1,/GPU:0,Tesla T4,0,71070,2022-05-29 19:39:48.062813,2.169,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,Tesla T4,1,71070,2022-05-29 19:43:34.570465,2.256,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
