n,p,device,repetition,random_state,timestamp,algorithm,computation_time,motifs,processor
500,0.1,CPU,3,71070,2025-08-24 13:14:11.943223,matmul,0.008,[11032953  7325517   404425   811036   405300   404995    89201    89363    89866    29981     4931     9989     4969     4910     1048       16],Apple M3 Max
500,0.1,CPU,4,71070,2025-08-24 13:15:26.062587,matmul,0.008,[11032953  7325517   404425   811036   405300   404995    89201    89363    89866    29981     4931     9989     4969     4910     1048       16],Apple M3 Max
500,0.15000000000000002,GPU,0,71070,2025-08-24 13:13:38.983390,gpu,0.017,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,GPU,1,71070,2025-08-24 13:15:02.918559,gpu,0.016,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,GPU,2,71070,2025-08-24 13:13:49.865654,gpu,0.012,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,GPU,3,71070,2025-08-24 13:13:33.091026,gpu,0.006,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,GPU,4,71070,2025-08-24 13:14:03.361390,gpu,0.007,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,CPU,0,71070,2025-08-24 13:14:02.352124,matmul,0.008,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,CPU,1,71070,2025-08-24 13:15:33.538813,matmul,0.007,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,CPU,2,71070,2025-08-24 13:13:12.138531,matmul,0.009,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,CPU,3,71070,2025-08-24 13:13:17.425209,matmul,0.008,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.15000000000000002,CPU,4,71070,2025-08-24 13:14:03.349210,matmul,0.009,[7842396 8253686  740302 1445713  723352  722952  253236  259130  260210   84402   23457   45916   22730   22681    8076     261],Apple M3 Max
500,0.2,GPU,0,71070,2025-08-24 13:13:49.001039,gpu,0.009,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,GPU,1,71070,2025-08-24 13:15:20.030732,gpu,0.008,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,GPU,2,71070,2025-08-24 13:13:10.412627,gpu,0.009,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,GPU,3,71070,2025-08-24 13:13:58.910015,gpu,0.006,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,GPU,4,71070,2025-08-24 13:13:28.869481,gpu,0.013,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,CPU,0,71070,2025-08-24 13:14:56.909321,matmul,0.01,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,CPU,1,71070,2025-08-24 13:15:11.658726,matmul,0.009,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,CPU,2,71070,2025-08-24 13:13:23.140214,matmul,0.008,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,CPU,3,71070,2025-08-24 13:15:34.567694,matmul,0.007,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.2,CPU,4,71070,2025-08-24 13:15:21.056833,matmul,0.009,[5447433 8132356 1031546 2023563 1011703 1011109  503098  512458  513352  167427   64844  127751   64442   63548   32483    1387],Apple M3 Max
500,0.25,GPU,0,71070,2025-08-24 13:15:26.073400,gpu,0.009,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,GPU,1,71070,2025-08-24 13:15:07.167334,gpu,0.006,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,GPU,2,71070,2025-08-24 13:14:37.233134,gpu,0.007,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,GPU,3,71070,2025-08-24 13:13:29.520782,gpu,0.007,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,GPU,4,71070,2025-08-24 13:13:27.186132,gpu,0.007,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,CPU,0,71070,2025-08-24 13:14:37.651496,matmul,0.007,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,CPU,1,71070,2025-08-24 13:14:37.640315,matmul,0.008,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,CPU,2,71070,2025-08-24 13:13:55.989412,matmul,0.008,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,CPU,3,71070,2025-08-24 13:14:37.242534,matmul,0.008,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.25,CPU,4,71070,2025-08-24 13:13:10.073104,matmul,0.009,[3725489 7385976 1237126 2439394 1220954 1219892  805031  816411  818219  268413  136101  269517  135578  135028   90276    5095],Apple M3 Max
500,0.30000000000000004,GPU,0,71070,2025-08-24 13:15:33.520555,gpu,0.016,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,GPU,1,71070,2025-08-24 13:14:57.945298,gpu,0.017,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,GPU,2,71070,2025-08-24 13:14:17.600131,gpu,0.013,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,GPU,3,71070,2025-08-24 13:13:35.416241,gpu,0.013,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,GPU,4,71070,2025-08-24 13:15:07.667183,gpu,0.012,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,CPU,0,71070,2025-08-24 13:13:30.986339,matmul,0.009,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,CPU,1,71070,2025-08-24 13:13:56.769112,matmul,0.008,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,CPU,2,71070,2025-08-24 13:14:29.880416,matmul,0.008,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,CPU,3,71070,2025-08-24 13:13:19.586122,matmul,0.008,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.30000000000000004,CPU,4,71070,2025-08-24 13:14:22.342254,matmul,0.007,[2467145 6289637 1351136 2671068 1336804 1336300 1134829 1146799 1150930  379281  245844  487487  243976  242929  209354   14981],Apple M3 Max
500,0.35000000000000003,GPU,0,71070,2025-08-24 13:14:05.473884,gpu,0.006,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,GPU,1,71070,2025-08-24 13:15:12.916002,gpu,0.007,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,GPU,2,71070,2025-08-24 13:13:09.348369,gpu,0.033,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,GPU,3,71070,2025-08-24 13:15:31.589981,gpu,0.006,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,GPU,4,71070,2025-08-24 13:15:31.079674,gpu,0.016,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,CPU,0,71070,2025-08-24 13:14:56.047505,matmul,0.009,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,CPU,1,71070,2025-08-24 13:13:56.416823,matmul,0.009,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,CPU,2,71070,2025-08-24 13:15:26.051325,matmul,0.009,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,CPU,3,71070,2025-08-24 13:13:46.204496,matmul,0.009,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.35000000000000003,CPU,4,71070,2025-08-24 13:15:31.431704,matmul,0.007,[1595853 5081014 1381747 2694087 1349907 1346828 1428893 1468559 1468136  477513  398222  778468  389372  388707  422667   38527],Apple M3 Max
500,0.4,GPU,0,71070,2025-08-24 13:14:29.932229,gpu,0.012,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,GPU,1,71070,2025-08-24 13:14:30.702041,gpu,0.019,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,GPU,2,71070,2025-08-24 13:14:56.829498,gpu,0.006,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,GPU,3,71070,2025-08-24 13:13:37.933772,gpu,0.006,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,GPU,4,71070,2025-08-24 13:13:37.923271,gpu,0.007,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,CPU,0,71070,2025-08-24 13:14:05.370561,matmul,0.008,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,CPU,1,71070,2025-08-24 13:13:34.724113,matmul,0.009,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,CPU,2,71070,2025-08-24 13:13:54.759821,matmul,0.008,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,CPU,3,71070,2025-08-24 13:13:10.674688,matmul,0.009,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
500,0.4,CPU,4,71070,2025-08-24 13:15:13.502385,matmul,0.011,[ 980734 3895520 1296043 2575199 1290001 1286659 1703665 1716417 1717511  568350  570597 1134798  567730  566597  754593   84086],Apple M3 Max
1000,0.05,GPU,0,71070,2025-08-24 13:14:56.894205,gpu,0.012,[122228200  38513072   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,GPU,1,71070,2025-08-24 13:14:45.098153,gpu,0.012,[122228200  38513072   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,GPU,2,71070,2025-08-24 13:14:51.304547,gpu,0.013,[122228200  38513072   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,GPU,3,71070,2025-08-24 13:14:56.925483,gpu,0.012,[122228200  38513072   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,GPU,4,71070,2025-08-24 13:14:58.110542,gpu,0.012,[122228200  38513072   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,CPU,0,71070,2025-08-24 13:14:52.316489,matmul,0.035,[122228216  38513068   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,CPU,1,71070,2025-08-24 13:14:29.845196,matmul,0.032,[122228216  38513068   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,CPU,2,71070,2025-08-24 13:13:10.378573,matmul,0.031,[122228216  38513068   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,CPU,3,71070,2025-08-24 13:13:16.592407,matmul,0.034,[122228216  38513068   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.05,CPU,4,71070,2025-08-24 13:14:09.696363,matmul,0.029,[122228216  38513068   1013949   2021008   1011374   1010214    106313    106651    106471     35410      2821      5619      2748      2865       276         3],Apple M3 Max
1000,0.1,GPU,0,71070,2025-08-24 13:14:25.898665,gpu,0.017,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,GPU,1,71070,2025-08-24 13:15:20.760261,gpu,0.023,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,GPU,2,71070,2025-08-24 13:13:20.762446,gpu,0.049,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,GPU,3,71070,2025-08-24 13:13:38.257680,gpu,0.018,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,GPU,4,71070,2025-08-24 13:15:05.796383,gpu,0.013,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,CPU,0,71070,2025-08-24 13:13:47.244930,matmul,0.035,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,CPU,1,71070,2025-08-24 13:14:25.309112,matmul,0.032,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,CPU,2,71070,2025-08-24 13:13:22.952508,matmul,0.036,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,CPU,3,71070,2025-08-24 13:14:59.298424,matmul,0.035,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.1,CPU,4,71070,2025-08-24 13:15:31.319762,matmul,0.03,[88471136 58832724  3229796  6516806  3258766  3258326   722166   714811   715769   240388    39376    79474    39061    39464     8794      145],Apple M3 Max
1000,0.15000000000000002,GPU,0,71070,2025-08-24 13:15:14.561742,gpu,0.027,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,GPU,1,71070,2025-08-24 13:14:36.585055,gpu,0.024,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,GPU,2,71070,2025-08-24 13:13:35.439079,gpu,0.016,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,GPU,3,71070,2025-08-24 13:14:21.568164,gpu,0.048,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,GPU,4,71070,2025-08-24 13:14:00.055480,gpu,0.024,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,CPU,0,71070,2025-08-24 13:14:05.386220,matmul,0.029,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,CPU,1,71070,2025-08-24 13:13:45.712958,matmul,0.031,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,CPU,2,71070,2025-08-24 13:14:29.161819,matmul,0.033,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,CPU,3,71070,2025-08-24 13:13:14.398989,matmul,0.03,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.15000000000000002,CPU,4,71070,2025-08-24 13:13:18.041200,matmul,0.033,[62720492 66408908  5802212 11710158  5852930  5858252  2066411  2044398  2046224   689258   179338   361618   180991   180772    63272     1769],Apple M3 Max
1000,0.2,GPU,0,71070,2025-08-24 13:13:49.018223,gpu,0.014,[43558524 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,GPU,1,71070,2025-08-24 13:14:43.884593,gpu,0.013,[43558524 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,GPU,2,71070,2025-08-24 13:13:12.155964,gpu,0.06,[43558524 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,GPU,3,71070,2025-08-24 13:15:06.623203,gpu,0.012,[43558524 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,GPU,4,71070,2025-08-24 13:13:57.809317,gpu,0.028,[43558524 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,CPU,0,71070,2025-08-24 13:13:49.041136,matmul,0.034,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,CPU,1,71070,2025-08-24 13:14:09.735005,matmul,0.029,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,CPU,2,71070,2025-08-24 13:14:29.896666,matmul,0.032,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,CPU,3,71070,2025-08-24 13:14:35.245157,matmul,0.035,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.2,CPU,4,71070,2025-08-24 13:13:09.268922,matmul,0.035,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Apple M3 Max
1000,0.25,GPU,0,71070,2025-08-24 13:13:25.332819,gpu,0.015,[29691216 59210116  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,GPU,1,71070,2025-08-24 13:14:45.079314,gpu,0.013,[29691216 59210116  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,GPU,2,71070,2025-08-24 13:13:58.895044,gpu,0.012,[29691216 59210116  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,GPU,3,71070,2025-08-24 13:15:29.929838,gpu,0.013,[29691216 59210116  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,GPU,4,71070,2025-08-24 13:13:21.011670,gpu,0.012,[29691216 59210116  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,CPU,0,71070,2025-08-24 13:13:26.841241,matmul,0.033,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,CPU,1,71070,2025-08-24 13:15:07.630704,matmul,0.033,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,CPU,2,71070,2025-08-24 13:13:44.536116,matmul,0.032,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,CPU,3,71070,2025-08-24 13:13:09.312982,matmul,0.032,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.25,CPU,4,71070,2025-08-24 13:13:10.091806,matmul,0.032,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Apple M3 Max
1000,0.30000000000000004,GPU,0,71070,2025-08-24 13:14:05.320404,gpu,0.047,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Apple M3 Max
1000,0.30000000000000004,GPU,1,71070,2025-08-24 13:15:16.008393,gpu,0.022,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Apple M3 Max
