n,p,device,repetition,random_state,timestamp,algorithm,computation_time,motifs,processor
1000,0.2,GPU,4,71070,2025-08-21 14:26:48.017301,gpu,0.04,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Tesla T4
1000,0.2,CPU,0,71070,2025-08-21 14:19:23.130600,matmul,0.483,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.2,CPU,1,71070,2025-08-21 14:35:15.624775,matmul,0.524,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.2,CPU,2,71070,2025-08-21 14:27:40.475529,matmul,0.674,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.2,CPU,3,71070,2025-08-21 14:25:36.177616,matmul,0.586,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.2,CPU,4,71070,2025-08-21 14:18:33.348823,matmul,0.525,[43558520 65339424  8180426 16321692  8161521  8164900  4078779  4087639  4088359  1359865   513247  1023335   511865   510723   255985    10721],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.25,GPU,0,71070,2025-08-21 14:24:06.570817,gpu,0.016,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Tesla T4
1000,0.25,GPU,1,71070,2025-08-21 14:26:11.658453,gpu,0.028,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Tesla T4
1000,0.25,GPU,2,71070,2025-08-21 14:36:50.701838,gpu,0.014,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Tesla T4
1000,0.25,GPU,3,71070,2025-08-21 14:31:49.764905,gpu,0.028,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Tesla T4
1000,0.25,GPU,4,71070,2025-08-21 14:30:57.602695,gpu,0.014,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Tesla T4
1000,0.25,CPU,0,71070,2025-08-21 14:19:23.632853,matmul,0.509,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.25,CPU,1,71070,2025-08-21 14:26:11.851469,matmul,0.735,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.25,CPU,2,71070,2025-08-21 14:22:41.485220,matmul,0.495,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.25,CPU,3,71070,2025-08-21 14:25:13.966483,matmul,0.464,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.25,CPU,4,71070,2025-08-21 14:23:34.110106,matmul,0.5,[29691216 59210120  9865450 19670684  9836142  9838823  6536187  6555125  6559010  2179583  1095747  2180569  1090538  1090174   727605    40030],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.30000000000000004,GPU,0,71070,2025-08-21 14:32:59.020204,gpu,0.029,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Tesla T4
1000,0.30000000000000004,GPU,1,71070,2025-08-21 14:17:51.135723,gpu,0.013,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Tesla T4
1000,0.30000000000000004,GPU,2,71070,2025-08-21 14:33:38.943149,gpu,0.028,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Tesla T4
1000,0.30000000000000004,GPU,3,71070,2025-08-21 14:21:22.932912,gpu,0.029,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Tesla T4
1000,0.30000000000000004,GPU,4,71070,2025-08-21 14:23:55.735477,gpu,0.028,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Tesla T4
1000,0.30000000000000004,CPU,0,71070,2025-08-21 14:25:12.688600,matmul,0.771,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.30000000000000004,CPU,1,71070,2025-08-21 14:17:29.393089,matmul,0.507,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.30000000000000004,CPU,2,71070,2025-08-21 14:21:17.655987,matmul,0.493,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.30000000000000004,CPU,3,71070,2025-08-21 14:19:20.366693,matmul,0.518,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.30000000000000004,CPU,4,71070,2025-08-21 14:34:13.150324,matmul,0.755,[19586030 50337064 10753034 21547688 10775980 10778103  9227634  9206720  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.35000000000000003,GPU,0,71070,2025-08-21 14:36:13.076946,gpu,0.028,[12565316 40613276 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Tesla T4
1000,0.35000000000000003,GPU,1,71070,2025-08-21 14:26:23.353135,gpu,0.014,[12565316 40613276 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Tesla T4
1000,0.35000000000000003,GPU,2,71070,2025-08-21 14:31:49.809815,gpu,0.028,[12565316 40613276 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Tesla T4
1000,0.35000000000000003,GPU,3,71070,2025-08-21 14:35:48.855710,gpu,0.028,[12565316 40613276 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Tesla T4
1000,0.35000000000000003,GPU,4,71070,2025-08-21 14:17:52.518850,gpu,0.015,[12565316 40613276 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Tesla T4
1000,0.35000000000000003,CPU,0,71070,2025-08-21 14:31:06.663187,matmul,0.473,[12565316 40613272 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.35000000000000003,CPU,1,71070,2025-08-21 14:26:11.165557,matmul,0.475,[12565316 40613272 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.35000000000000003,CPU,2,71070,2025-08-21 14:31:40.459152,matmul,0.49,[12565316 40613272 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.35000000000000003,CPU,3,71070,2025-08-21 14:31:23.202502,matmul,0.497,[12565316 40613272 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.35000000000000003,CPU,4,71070,2025-08-21 14:18:28.745556,matmul,0.487,[12565316 40613272 10846538 21860180 10931210 10932760 11769947 11678942 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.4,GPU,0,71070,2025-08-21 14:30:43.160556,gpu,0.014,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Tesla T4
1000,0.4,GPU,1,71070,2025-08-21 14:33:48.681593,gpu,0.016,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Tesla T4
1000,0.4,GPU,2,71070,2025-08-21 14:23:55.647515,gpu,0.028,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Tesla T4
1000,0.4,GPU,3,71070,2025-08-21 14:32:34.343105,gpu,0.031,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Tesla T4
1000,0.4,GPU,4,71070,2025-08-21 14:31:40.998074,gpu,0.014,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Tesla T4
1000,0.4,CPU,0,71070,2025-08-21 14:24:51.096723,matmul,0.456,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.4,CPU,1,71070,2025-08-21 14:21:16.522719,matmul,0.496,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.4,CPU,2,71070,2025-08-21 14:23:32.940250,matmul,0.483,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.4,CPU,3,71070,2025-08-21 14:26:48.075765,matmul,0.481,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Intel(R) Xeon(R) CPU @ 2.00GHz
1000,0.4,CPU,4,71070,2025-08-21 14:27:50.327742,matmul,0.472,[ 7774649 31093750 10304846 20730876 10368206 10365732 13814636 13738422 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.05,GPU,0,71070,2025-08-21 14:34:04.438818,gpu,0.041,[412830464 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Tesla T4
1500,0.05,GPU,1,71070,2025-08-21 14:33:39.933786,gpu,0.042,[412830464 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Tesla T4
1500,0.05,GPU,2,71070,2025-08-21 14:34:05.176823,gpu,0.041,[412830464 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Tesla T4
1500,0.05,GPU,3,71070,2025-08-21 14:17:32.640352,gpu,0.044,[412830464 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Tesla T4
1500,0.05,GPU,4,71070,2025-08-21 14:17:50.330519,gpu,0.047,[412830464 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Tesla T4
1500,0.05,CPU,0,71070,2025-08-21 14:21:09.032938,matmul,2.355,[412830496 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.05,CPU,1,71070,2025-08-21 14:30:40.164830,matmul,2.0,[412830496 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.05,CPU,2,71070,2025-08-21 14:17:29.929945,matmul,1.914,[412830496 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.05,CPU,3,71070,2025-08-21 14:33:14.563536,matmul,1.774,[412830496 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.05,CPU,4,71070,2025-08-21 14:38:07.421580,matmul,1.634,[412830496 130186352   3423519   6844508   3422688   3420325    359862    360435    359843    119844      9457     18561      9284      9344       986         6],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.1,GPU,0,71070,2025-08-21 14:35:40.032474,gpu,0.088,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Tesla T4
1500,0.1,GPU,1,71070,2025-08-21 14:24:06.636476,gpu,0.047,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Tesla T4
1500,0.1,GPU,2,71070,2025-08-21 14:34:05.246973,gpu,0.04,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Tesla T4
1500,0.1,GPU,3,71070,2025-08-21 14:32:52.602900,gpu,0.089,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Tesla T4
1500,0.1,GPU,4,71070,2025-08-21 14:38:09.199007,gpu,0.088,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Tesla T4
1500,0.1,CPU,0,71070,2025-08-21 14:27:38.242529,matmul,1.714,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.1,CPU,1,71070,2025-08-21 14:22:43.039358,matmul,1.692,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.1,CPU,2,71070,2025-08-21 14:25:44.019363,matmul,1.698,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.1,CPU,3,71070,2025-08-21 14:18:43.608585,matmul,1.666,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.1,CPU,4,71070,2025-08-21 14:25:10.069408,matmul,2.589,[298532384 198810288  11036191  22061172  11033174  11026210   2450472   2451295   2449634    815139    135753    272310    135432    135499     29995       565],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.15000000000000002,GPU,0,71070,2025-08-21 14:22:15.114226,gpu,0.04,[211527296 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Tesla T4
1500,0.15000000000000002,GPU,1,71070,2025-08-21 14:27:25.386515,gpu,0.088,[211527296 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Tesla T4
1500,0.15000000000000002,GPU,2,71070,2025-08-21 14:22:42.012962,gpu,0.04,[211527296 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Tesla T4
1500,0.15000000000000002,GPU,3,71070,2025-08-21 14:30:40.003764,gpu,0.09,[211527296 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Tesla T4
1500,0.15000000000000002,GPU,4,71070,2025-08-21 14:31:17.420701,gpu,0.041,[211527296 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Tesla T4
1500,0.15000000000000002,CPU,0,71070,2025-08-21 14:25:45.751349,matmul,2.169,[211527312 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.15000000000000002,CPU,1,71070,2025-08-21 14:18:33.908421,matmul,2.245,[211527312 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.15000000000000002,CPU,2,71070,2025-08-21 14:35:04.850873,matmul,2.128,[211527312 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.15000000000000002,CPU,3,71070,2025-08-21 14:22:11.704154,matmul,2.624,[211527312 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.15000000000000002,CPU,4,71070,2025-08-21 14:31:19.248689,matmul,1.674,[211527312 224319392  19684628  39641032  19822988  19821870   7008686   6962603   6957072   2336962    610409   1230739    614487    615168    215848      6302],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.2,GPU,0,71070,2025-08-21 14:31:06.544001,gpu,0.088,[147178656 220802128  27526110  55206128  27608370  27608382  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Tesla T4
1500,0.2,GPU,1,71070,2025-08-21 14:23:34.045003,gpu,0.043,[147178656 220802128  27526110  55206128  27608370  27608382  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Tesla T4
1500,0.2,GPU,2,71070,2025-08-21 14:25:23.254843,gpu,0.09,[147178656 220802128  27526110  55206128  27608370  27608382  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Tesla T4
1500,0.2,GPU,3,71070,2025-08-21 14:31:19.012688,gpu,0.039,[147178656 220802128  27526110  55206128  27608370  27608382  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Tesla T4
1500,0.2,GPU,4,71070,2025-08-21 14:24:06.455965,gpu,0.047,[147178656 220802128  27526110  55206128  27608370  27608382  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Tesla T4
1500,0.2,CPU,0,71070,2025-08-21 14:37:16.330721,matmul,1.723,[147178656 220802128  27526110  55206128  27608370  27608384  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.2,CPU,1,71070,2025-08-21 14:24:53.149527,matmul,1.653,[147178656 220802128  27526110  55206128  27608370  27608384  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.2,CPU,2,71070,2025-08-21 14:20:52.133246,matmul,1.754,[147178656 220802128  27526110  55206128  27608370  27608384  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.2,CPU,3,71070,2025-08-21 14:23:56.315181,matmul,1.732,[147178656 220802128  27526110  55206128  27608370  27608384  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.2,CPU,4,71070,2025-08-21 14:31:15.044565,matmul,1.732,[147178656 220802128  27526110  55206128  27608370  27608384  13810433  13776777  13763042   4602349   1715780   3442807   1720438   1720137    857992     35973],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.25,GPU,0,71070,2025-08-21 14:19:58.876328,gpu,0.09,[100028240 199891008  33297104  66563064  33288518  33288564  22185744  22189896  22178680   7390519   3695104   7391034   3697341   3693676   2460385    136627],Tesla T4
1500,0.25,GPU,1,71070,2025-08-21 14:32:20.988296,gpu,0.052,[100028240 199891008  33297104  66563064  33288518  33288564  22185744  22189896  22178680   7390519   3695104   7391034   3697341   3693676   2460385    136627],Tesla T4
1500,0.25,GPU,2,71070,2025-08-21 14:25:56.089648,gpu,0.088,[100028240 199891008  33297104  66563064  33288518  33288564  22185744  22189896  22178680   7390519   3695104   7391034   3697341   3693676   2460385    136627],Tesla T4
1500,0.25,GPU,3,71070,2025-08-21 14:32:20.529694,gpu,0.089,[100028240 199891008  33297104  66563064  33288518  33288564  22185744  22189896  22178680   7390519   3695104   7391034   3697341   3693676   2460385    136627],Tesla T4
1500,0.25,GPU,4,71070,2025-08-21 14:32:54.238907,gpu,0.04,[100028240 199891008  33297104  66563064  33288518  33288564  22185744  22189896  22178680   7390519   3695104   7391034   3697341   3693676   2460385    136627],Tesla T4
1500,0.25,CPU,0,71070,2025-08-21 14:19:40.751740,matmul,1.675,[100028232 199891008  33297104  66563064  33288516  33288564  22185744  22189896  22178680   7390518   3695104   7391034   3697341   3693676   2460385    136627],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.25,CPU,1,71070,2025-08-21 14:21:31.129677,matmul,1.624,[100028232 199891008  33297104  66563064  33288516  33288564  22185744  22189896  22178680   7390518   3695104   7391034   3697341   3693676   2460385    136627],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.25,CPU,2,71070,2025-08-21 14:37:00.244905,matmul,1.651,[100028232 199891008  33297104  66563064  33288516  33288564  22185744  22189896  22178680   7390518   3695104   7391034   3697341   3693676   2460385    136627],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.25,CPU,3,71070,2025-08-21 14:24:08.332087,matmul,1.613,[100028232 199891008  33297104  66563064  33288516  33288564  22185744  22189896  22178680   7390518   3695104   7391034   3697341   3693676   2460385    136627],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.25,CPU,4,71070,2025-08-21 14:18:45.716509,matmul,1.718,[100028232 199891008  33297104  66563064  33288516  33288564  22185744  22189896  22178680   7390518   3695104   7391034   3697341   3693676   2460385    136627],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.30000000000000004,GPU,0,71070,2025-08-21 14:33:47.984431,gpu,0.088,[ 66052480 169924864  36312164  72828128  36427792  36424576  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Tesla T4
1500,0.30000000000000004,GPU,1,71070,2025-08-21 14:34:13.966977,gpu,0.093,[ 66052480 169924864  36312164  72828128  36427792  36424576  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Tesla T4
1500,0.30000000000000004,GPU,2,71070,2025-08-21 14:23:39.537498,gpu,0.088,[ 66052480 169924864  36312164  72828128  36427792  36424576  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Tesla T4
1500,0.30000000000000004,GPU,3,71070,2025-08-21 14:26:38.620887,gpu,0.09,[ 66052480 169924864  36312164  72828128  36427792  36424576  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Tesla T4
1500,0.30000000000000004,GPU,4,71070,2025-08-21 14:18:28.005388,gpu,0.044,[ 66052480 169924864  36312164  72828128  36427792  36424576  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Tesla T4
1500,0.30000000000000004,CPU,0,71070,2025-08-21 14:28:29.053591,matmul,1.686,[ 66052476 169924880  36312164  72828128  36427792  36424580  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.30000000000000004,CPU,1,71070,2025-08-21 14:19:21.407438,matmul,1.702,[ 66052476 169924880  36312164  72828128  36427792  36424580  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.30000000000000004,CPU,2,71070,2025-08-21 14:19:18.615219,matmul,1.727,[ 66052476 169924880  36312164  72828128  36427792  36424580  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.30000000000000004,CPU,3,71070,2025-08-21 14:22:15.192583,matmul,1.722,[ 66052476 169924880  36312164  72828128  36427792  36424580  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.30000000000000004,CPU,4,71070,2025-08-21 14:28:26.734949,matmul,1.695,[ 66052476 169924880  36312164  72828128  36427792  36424580  31234096  31144460  31144566  10411079   6653161  13351944   6677692   6675253   5706530    406703],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.35000000000000003,GPU,0,71070,2025-08-21 14:35:25.497929,gpu,0.088,[ 42445416 137033024  36767240  73716960  36869192  36862016  39672692  39566836  39568752  13222880  10619709  21290320  10648712  10642822  11426991   1021953],Tesla T4
1500,0.35000000000000003,GPU,1,71070,2025-08-21 14:22:25.585837,gpu,0.09,[ 42445416 137033024  36767240  73716960  36869192  36862016  39672692  39566836  39568752  13222880  10619709  21290320  10648712  10642822  11426991   1021953],Tesla T4
1500,0.35000000000000003,GPU,2,71070,2025-08-21 14:31:49.658786,gpu,0.089,[ 42445416 137033024  36767240  73716960  36869192  36862016  39672692  39566836  39568752  13222880  10619709  21290320  10648712  10642822  11426991   1021953],Tesla T4
1500,0.35000000000000003,GPU,3,71070,2025-08-21 14:26:54.169975,gpu,0.048,[ 42445416 137033024  36767240  73716960  36869192  36862016  39672692  39566836  39568752  13222880  10619709  21290320  10648712  10642822  11426991   1021953],Tesla T4
1500,0.35000000000000003,GPU,4,71070,2025-08-21 14:24:55.149916,gpu,0.047,[ 42445416 137033024  36767240  73716960  36869192  36862016  39672692  39566836  39568752  13222880  10619709  21290320  10648712  10642822  11426991   1021953],Tesla T4
1500,0.35000000000000003,CPU,0,71070,2025-08-21 14:22:02.049857,matmul,1.641,[ 42445412 137033008  36767240  73716960  36869192  36862016  39672688  39566836  39568752  13222879  10619709  21290320  10648712  10642822  11426991   1021953],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.35000000000000003,CPU,1,71070,2025-08-21 14:26:21.735042,matmul,1.584,[ 42445412 137033008  36767240  73716960  36869192  36862016  39672688  39566836  39568752  13222879  10619709  21290320  10648712  10642822  11426991   1021953],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.35000000000000003,CPU,2,71070,2025-08-21 14:25:36.803373,matmul,1.604,[ 42445412 137033008  36767240  73716960  36869192  36862016  39672688  39566836  39568752  13222879  10619709  21290320  10648712  10642822  11426991   1021953],Intel(R) Xeon(R) CPU @ 2.00GHz
1500,0.35000000000000003,CPU,3,71070,2025-08-21 14:23:17.187941,matmul,1.756,[ 42445412 137033008  36767240  73716960  36869192  36862016  39672688  39566836  39568752  13222879  10619709  21290320  10648712  10642822  11426991   1021953],Intel(R) Xeon(R) CPU @ 2.00GHz
