n,p,device,repetition,random_state,timestamp,computation_time,motifs
1000,0.30000000000000004,/CPU:0,3,71070,2022-05-08 12:09:23.392358,1.935,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.30000000000000004,/CPU:0,4,71070,2022-05-08 11:33:42.960327,2.106,"[19586029 50337064 10753034 21547687 10775980 10778103  9227634  9206720
  9210112  3076673  1971279  3943965  1971844  1973380  1687753   119743]"
1000,0.35000000000000003,/GPU:0,0,71070,2022-05-08 11:18:20.718512,0.104,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,1,71070,2022-05-08 11:42:16.046198,0.096,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,2,71070,2022-05-08 11:38:21.914730,0.07,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,3,71070,2022-05-08 12:00:03.300910,0.104,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/GPU:0,4,71070,2022-05-08 11:20:31.339947,0.07,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,0,71070,2022-05-08 12:11:46.053028,2.061,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,1,71070,2022-05-08 11:42:12.383150,3.582,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,2,71070,2022-05-08 11:42:19.576106,3.846,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,3,71070,2022-05-08 11:15:27.802961,2.078,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.35000000000000003,/CPU:0,4,71070,2022-05-08 11:49:30.030572,1.938,"[12565316 40613274 10846538 21860179 10931210 10932760 11769947 11678942
 11680175  3922341  3123672  6288381  3142352  3148218  3364595   299100]"
1000,0.4,/GPU:0,0,71070,2022-05-08 11:29:49.485792,0.071,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,1,71070,2022-05-08 12:02:39.461976,0.103,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,2,71070,2022-05-08 11:33:01.784960,0.071,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,3,71070,2022-05-08 12:00:06.659615,0.07,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/GPU:0,4,71070,2022-05-08 11:19:22.293589,0.07,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,0,71070,2022-05-08 12:06:41.010773,2.049,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,1,71070,2022-05-08 12:21:26.076109,2.005,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,2,71070,2022-05-08 12:08:50.422448,1.918,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,3,71070,2022-05-08 11:42:07.230077,2.006,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1000,0.4,/CPU:0,4,71070,2022-05-08 11:24:38.369750,2.043,"[ 7774649 31093750 10304846 20730875 10368206 10365732 13814636 13738422
 13740384  4608700  4557278  9158641  4578924  4581870  6078002   672085]"
1500,0.05,/GPU:0,0,71070,2022-05-08 12:14:25.169819,0.3,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,1,71070,2022-05-08 12:08:50.141747,0.251,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,2,71070,2022-05-08 11:15:31.706417,0.204,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,3,71070,2022-05-08 12:01:02.526185,0.293,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/GPU:0,4,71070,2022-05-08 11:58:20.607384,0.291,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,0,71070,2022-05-08 12:06:18.036989,6.564,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,1,71070,2022-05-08 11:40:28.241646,6.93,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,2,71070,2022-05-08 11:19:13.815882,6.986,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,3,71070,2022-05-08 12:05:03.352354,6.475,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.05,/CPU:0,4,71070,2022-05-08 11:41:52.549519,7.104,"[412830486 130186352   3423519   6844508   3422688   3420325    359862
    360435    359843    119844      9457     18561      9284      9344
       986         6]"
1500,0.1,/GPU:0,0,71070,2022-05-08 11:19:22.404812,0.206,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,1,71070,2022-05-08 11:11:51.277281,0.298,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,2,71070,2022-05-08 11:33:34.548876,0.301,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,3,71070,2022-05-08 11:20:08.468321,0.3,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/GPU:0,4,71070,2022-05-08 11:10:13.018599,0.205,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,0,71070,2022-05-08 11:14:19.985340,6.941,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,1,71070,2022-05-08 11:21:35.914046,6.89,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,2,71070,2022-05-08 12:12:05.611987,6.754,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,3,71070,2022-05-08 12:14:26.396088,6.6,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.1,/CPU:0,4,71070,2022-05-08 11:44:18.553294,6.789,"[298532370 198810289  11036191  22061172  11033174  11026210   2450472
   2451295   2449634    815139    135753    272310    135432    135499
     29995       565]"
1500,0.15000000000000002,/GPU:0,0,71070,2022-05-08 11:19:13.552473,0.204,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,1,71070,2022-05-08 11:20:31.099104,0.205,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,2,71070,2022-05-08 11:19:22.037005,0.211,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,3,71070,2022-05-08 12:14:26.145970,0.208,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/GPU:0,4,71070,2022-05-08 11:50:27.196306,0.203,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,0,71070,2022-05-08 12:11:39.273834,6.731,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,1,71070,2022-05-08 12:05:12.408708,6.47,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,2,71070,2022-05-08 12:12:52.224953,6.595,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,3,71070,2022-05-08 11:09:23.417505,6.753,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.15000000000000002,/CPU:0,4,71070,2022-05-08 11:09:33.491186,6.748,"[211527317 224319389  19684629  39641030  19822989  19821870   7008686
   6962603   6957072   2336962    610409   1230739    614487    615168
    215848      6302]"
1500,0.2,/GPU:0,0,71070,2022-05-08 12:00:06.763648,0.203,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,1,71070,2022-05-08 11:40:51.992642,0.291,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,2,71070,2022-05-08 12:08:49.804222,0.298,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,3,71070,2022-05-08 11:09:33.244033,0.205,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/GPU:0,4,71070,2022-05-08 11:37:46.831160,0.302,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,0,71070,2022-05-08 12:01:22.531372,6.442,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,1,71070,2022-05-08 11:57:12.524448,6.655,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,2,71070,2022-05-08 11:11:51.626736,6.908,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,3,71070,2022-05-08 11:19:28.440595,7.01,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.2,/CPU:0,4,71070,2022-05-08 11:39:17.125657,6.722,"[147178656 220802127  27526110  55206126  27608370  27608383  13810433
  13776777  13763042   4602349   1715780   3442807   1720438   1720137
    857992     35973]"
1500,0.25,/GPU:0,0,71070,2022-05-08 11:55:22.425836,0.294,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,1,71070,2022-05-08 12:20:48.420235,0.206,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,2,71070,2022-05-08 11:25:55.821334,0.297,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,3,71070,2022-05-08 11:36:01.563955,0.303,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/GPU:0,4,71070,2022-05-08 11:18:24.798624,0.204,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,0,71070,2022-05-08 12:11:32.295557,6.834,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,1,71070,2022-05-08 11:24:30.107747,6.736,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,2,71070,2022-05-08 12:11:25.447816,6.801,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,3,71070,2022-05-08 11:21:26.961819,6.832,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.25,/CPU:0,4,71070,2022-05-08 11:39:25.730208,6.741,"[100028234 199891014  33297104  66563062  33288517  33288565  22185744
  22189895  22178679   7390519   3695104   7391034   3697341   3693676
   2460385    136627]"
1500,0.30000000000000004,/GPU:0,0,71070,2022-05-08 11:10:12.768432,0.207,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,1,71070,2022-05-08 11:33:01.547168,0.205,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,2,71070,2022-05-08 11:40:53.389838,0.205,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,3,71070,2022-05-08 11:18:24.547464,0.204,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/GPU:0,4,71070,2022-05-08 11:38:20.371610,0.204,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,0,71070,2022-05-08 11:15:31.958015,6.778,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,1,71070,2022-05-08 11:18:45.134840,6.834,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,2,71070,2022-05-08 12:00:55.871959,6.614,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,3,71070,2022-05-08 12:24:54.555857,6.838,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.30000000000000004,/CPU:0,4,71070,2022-05-08 11:45:43.786851,6.822,"[ 66052477 169924873  36312163  72828130  36427792  36424579  31234097
  31144461  31144566  10411079   6653161  13351944   6677692   6675253
   5706530    406703]"
1500,0.35000000000000003,/GPU:0,0,71070,2022-05-08 11:18:43.234904,0.208,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,1,71070,2022-05-08 12:05:09.888939,0.298,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,2,71070,2022-05-08 12:00:06.428244,0.202,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,3,71070,2022-05-08 11:53:40.964908,0.203,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/GPU:0,4,71070,2022-05-08 12:11:23.496255,0.3,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,0,71070,2022-05-08 11:57:21.053499,6.512,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,1,71070,2022-05-08 12:07:02.241032,6.632,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,2,71070,2022-05-08 12:02:56.111186,6.375,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,3,71070,2022-05-08 12:10:19.891109,6.609,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.35000000000000003,/CPU:0,4,71070,2022-05-08 12:23:12.220346,6.477,"[ 42445414 137033011  36767240  73716964  36869190  36862016  39672690
  39566836  39568753  13222879  10619709  21290320  10648712  10642822
  11426991   1021953]"
1500,0.4,/GPU:0,0,71070,2022-05-08 11:09:32.994849,0.205,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,1,71070,2022-05-08 11:48:35.398198,0.297,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,2,71070,2022-05-08 12:20:52.526469,0.204,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,3,71070,2022-05-08 12:07:09.055349,0.28,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/GPU:0,4,71070,2022-05-08 11:21:44.079924,0.205,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,0,71070,2022-05-08 12:23:18.751362,6.419,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,1,71070,2022-05-08 12:07:40.246154,6.421,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,2,71070,2022-05-08 11:33:36.023605,6.902,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,3,71070,2022-05-08 12:01:29.028205,6.578,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
1500,0.4,/CPU:0,4,71070,2022-05-08 12:06:09.285338,6.699,"[ 26273116 104993639  34905422  69918584  34968296  34957594  46575816
  46498719  46496554  15524165  15461977  30959722  15482636  15483365
  20594913   2280982]"
2000,0.05,/GPU:0,0,71070,2022-05-08 11:09:30.256601,0.619,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,1,71070,2022-05-08 11:58:24.661598,0.459,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,2,71070,2022-05-08 11:10:12.260909,0.455,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,3,71070,2022-05-08 11:55:05.985518,0.479,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/GPU:0,4,71070,2022-05-08 12:11:24.942937,0.456,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,0,71070,2022-05-08 12:11:48.180814,16.413,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,1,71070,2022-05-08 11:15:11.269610,16.505,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,2,71070,2022-05-08 11:50:43.715187,16.089,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,3,71070,2022-05-08 12:06:24.667101,16.314,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.05,/CPU:0,4,71070,2022-05-08 12:06:44.330351,15.926,"[978236370 309533833   7974283  16324797   8161580   8161191    860607
    840666    841111    287394     21629     44255     21835     22126
      2305        18]"
2000,0.1,/GPU:0,0,71070,2022-05-08 12:05:02.857189,0.458,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,1,71070,2022-05-08 12:14:25.538301,0.565,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,2,71070,2022-05-08 11:24:09.259323,0.574,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,3,71070,2022-05-08 12:00:37.399681,0.457,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/GPU:0,4,71070,2022-05-08 11:31:53.234738,0.593,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,0,71070,2022-05-08 12:03:02.552307,15.868,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,1,71070,2022-05-08 12:08:33.610663,16.147,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,2,71070,2022-05-08 11:24:13.334584,16.723,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,3,71070,2022-05-08 11:22:01.887856,16.517,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.1,/CPU:0,4,71070,2022-05-08 11:14:52.267850,16.65,"[706940840 471898821  26313712  52495447  26242735  26244625   5842819
   5853141   5853133   1948055    325833    651069    324472    325314
     72621      1363]"
2000,0.15000000000000002,/GPU:0,0,71070,2022-05-08 11:19:25.341607,0.456,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,1,71070,2022-05-08 11:18:20.891816,0.598,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,2,71070,2022-05-08 11:41:51.892446,0.618,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,3,71070,2022-05-08 11:20:12.634895,0.459,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/GPU:0,4,71070,2022-05-08 11:42:05.015893,0.46,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,0,71070,2022-05-08 11:35:13.502021,16.33,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
2000,0.15000000000000002,/CPU:0,1,71070,2022-05-08 11:34:39.926554,16.346,"[501621536 531681013  47001899  93904576  46966938  46968025  16591192
  16603115  16600125   5532738   1465163   2932276   1466177   1465941
    517889     15397]"
